0
"2,008203"
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
"2,065039"
"2,083984"
"2,121875"
"2,121875"
"2,14082"
"2,14082"
"2,14082"
"2,273438"
"2,083984"
"2,349219"
"2,178711"
"1,53457"
"1,894531"
"1,837695"
"1,705078"
"1,553516"
"1,420898"
"1,364062"
"1,193555"
"1,079883"
"0,871484"
"1,041992"
"0,947266"
"0,92832"
"0,871484"
"0,947266"
"0,871484"
"0,871484"
"0,814648"
"0,871484"
"0,814648"
"1,041992"
"1,2125"
"1,401953"
"1,610352"
"1,724023"
"1,837695"
"1,970312"
"2,027148"
"2,178711"
"2,216602"
"2,311328"
"2,330273"
"2,349219"
"2,368164"
"2,387109"
"2,500781"
"2,481836"
"2,425"
"2,254492"
"2,083984"
"1,837695"
"1,761914"
"1,667187"
"1,439844"
"1,231445"
"1,117773"
"1,117773"
"1,004102"
"0,947266"
"0,871484"
"0,776758"
"0,947266"
"0,757812"
"0,871484"
"0,89043"
"0,89043"
"0,89043"
"0,814648"
"0,833594"
"0,795703"
"0,833594"
"0,89043"
"1,041992"
"1,231445"
"1,307227"
"1,629297"
"1,667187"
"2,008203"
"1,989258"
"2,273438"
"2,216602"
"2,330273"
"2,406055"
"2,387109"
"2,538672"
"2,500781"
"2,576562"
"2,576562"
"2,519727"
"2,349219"
"2,178711"
"1,951367"
"1,742969"
"1,686133"
"1,49668"
"1,401953"
"1,250391"
"1,117773"
"1,004102"
"1,004102"
"0,89043"
"0,833594"
"0,814648"
"0,814648"
"0,719922"
"0,568359"
"0,719922"
"1,004102"
"1,345117"
"1,742969"
"2,121875"
"2,368164"
"1,989258"
"1,458789"
"1,041992"
"1,079883"
"1,364062"
"1,875586"
"2,500781"
"2,406055"
"1,932422"
"1,364062"
"0,985156"
"0,833594"
"1,401953"
"2,14082"
"2,803906"
"2,216602"
"0,625195"
"0,795703"
"2,216602"
"2,614453"
"2,14082"
"0,795703"
"0,833594"
"2,216602"
"3,050195"
"2,065039"
"0,265234"
"1,193555"
"2,74707"
"2,671289"
"1,041992"
"0,568359"
"2,633398"
"2,822852"
"0,700977"
"1,023047"
"2,652344"
"2,500781"
"1,098828"
"0,757812"
"2,576562"
"2,784961"
"1,307227"
"0,549414"
"1,458789"
"2,557617"
"2,766016"
"1,875586"
"0,795703"
"0,568359"
"2,216602"
"3,239648"
"2,652344"
"1,401953"
"0,189453"
"0,795703"
"2,481836"
"3,239648"
"2,690234"
"1,667187"
"1,098828"
"0,871484"
"0,719922"
"0,852539"
"1,515625"
"2,74707"
"3,144922"
"2,841797"
"2,197656"
"1,572461"
"1,023047"
"0,871484"
"0,700977"
"0,757812"
"1,136719"
"1,951367"
"2,500781"
"3,050195"
"2,690234"
"2,330273"
"1,970312"
"1,591406"
"1,383008"
"1,060937"
"0,663086"
"0,719922"
"0,644141"
"1,079883"
"1,2125"
"1,81875"
"2,443945"
"2,576562"
"2,766016"
"2,652344"
"2,671289"
"2,273438"
"1,856641"
"1,553516"
"0,682031"
"0,549414"
"0,757812"
"0,871484"
"0,89043"
"1,2125"
"1,913477"
"2,349219"
"2,311328"
"2,349219"
"2,292383"
"2,462891"
"2,254492"
"1,799805"
"1,326172"
0
"1,401953"
"2,936523"
"2,538672"
"0,056836"
"0,966211"
"3,258594"
"1,629297"
"0,094727"
"3,258594"
"1,724023"
"0,700977"
"1,913477"
"1,53457"
"0,757812"
0
"1,837695"
"0,909375"
"2,898633"
"3,144922"
"2,803906"
"2,652344"
"2,10293"
"1,572461"
"1,856641"
"2,406055"
"2,671289"
